Affiliation No.,Company,Last Name,Address,State,Phone,Email,Website,Affiliated upto,Type of School,Description
1930835,Dmi St. Joseph International School,Principal Miss Roja Mary,"Kumarapuram Road, Aralvaimozhi, ,629301",Tamil Nadu,",9445016732",sjiskk@gmail.com,,3/31/2021,Secondary School,1930835 Affiliation No Secondary School
1930683,Dobbs Public School,Principal Mrs.J.Jayanthi,"Sf. No 7/1B, 3/2Pt,Keeranatham Road, Karattumedu,Saravanampatti ,641035",Tamil Nadu,",0422-2929212",principal.dobbs@gmail.com,http://www.dobbsschool.in,3/31/2020,Secondary School,1930683 Affiliation No Secondary School
1930471,Doctors Public School,Principal Dr Cilla Abraham,"Melappattu Aranthangi Pudukkottai District Tamil Nadu ,614616",Tamil Nadu,"91 ,7373058813",cillu79@gmail.com,www.doctorspublicschool.com,3/31/2021,Secondary School,1930471 Affiliation No Secondary School
1930554,Don Bosco School Of Excellence,Principal Mrs.Indira Krishna Kumar,"No. 53, Pantheon Road, Egmore, ,600008",Tamil Nadu,"044 ,04465555500,",dbschoolofexcellence@gmail.com,www.dbschoolofexcellence.org,3/31/2021,Senior Secondary,1930554 Affiliation No Senior Secondary
1930968,Don Bosco School Of Excellence,Principal Mr. Albert. L,"Don Bosco School Of Excellence, Don Boscopuram, Thudiyalur - Saravanampatti Road, Vellakinar, Coimbatore ,641029",Tamil Nadu,",7540081408",covaidbschool@gmail.com,http://www.donboscocbe.com/,3/31/2022,Secondary School,1930968 Affiliation No Secondary School
1930927,"Don Bosco School Of Excellence, Tirupattur",Principal Mrs. Annie Nirmala,"Don Bosco School Of Excellence, Semmozhinagar, Vaniyambadi Road ,635601",Tamil Nadu,",04179225394",dbxtirupattur@gmail.com,http://www.dbxtirupattur.org,3/31/2021,Secondary School,1930927 Affiliation No Secondary School
1930538,Dr .Thangamma International Residential School,Principal Kanimozhi,"129/3 Amman Nager Kunichi ,Thirupattur 635601 ,635601",Tamil Nadu,"91 ,9443965704",kani.kiruthika@gmail.com,http://drthangammainternationalschool.com/,3/31/2020,Senior Secondary,1930538 Affiliation No Senior Secondary
1930937,Dr Alagappa Academy,Principal Mrs. S Gomathi Nachiar,"Alagappapuram ,630003",Tamil Nadu,",04565230396",dralagappaacademy@gmail.com,http://alagappa.org/alagappa-cbse-academy.html,3/31/2021,Secondary School,1930937 Affiliation No Secondary School
1930177,Dr M S U Murthy School Of Excellence,Principal R Agnes Sengamalai,"Paramathy Main Road Namakkal Tamil Nadu ,637002",Tamil Nadu,"4286 ,285603",mailtoaggie@gmail.com,www.drmsuschoolofexcellence.com,3/31/2021,Secondary School,1930177 Affiliation No Secondary School
1930523,Dr. Jacobs Hitech School,Principal N Padmavathi,"114, Vilangadu, Madhur Post, Acharapakkam, Madhuranthakam Taluk, Kancheepuram District, Tamil Nadu ,603201",Tamil Nadu,"044 ,27500259",laraajey@yahoo.in,www.drjacobssschool.com,3/31/2018,Secondary School,1930523 Affiliation No Secondary School
1930104,"Dr. Nalli Kuppuswamy Vivekananda Vidyalaya Junior College,",Principal Padmini S,"11Th Street Tnhb Colony Korattur Chennai Tamil Nadu ,600080",Tamil Nadu,"044 ,42866122",nsridhar1954@gmail.com,www.drnkvv.org,3/31/2025,Senior Secondary,1930104 Affiliation No Senior Secondary
1930223,Dr.G.S.Kalyanasundaram Memorial School,Principal Bhuvana Shankar,"Patteeswaram Road,Chozhan Maligai, Kumbakonam, Distt Thanjavur, Tamilnadu ,612703",Tamil Nadu,"0435 ,2417692",principal@drgskcbseschool.com,drgskcbse.edu.in,3/31/2020,Senior Secondary,1930223 Affiliation No Senior Secondary
1930503,Dr.Srk Vidhyalaya,Principal Mr. C Ganapathi,"Arni To Arcot Road (Pernumanthangal Road) Nangamangalam, Thamaraipakkam Post, Arcot Taluk, Velle District-632504. ,632504",Tamil Nadu,"4173 ,04173229334,",drsrkv@gmail.com,www.srkvidhyalaya.com,3/31/2022,Senior Secondary,1930503 Affiliation No Senior Secondary
1930960,E.S.Lords International School,Principal Mr. Faimen Paul,"No 3|249,Es Nagar Chennai Trunk Road Nh-45 Ayankovilpattu Vikkiravandi Tk Villupuram-605601 ,605601",Tamil Nadu,",04146221474",princieslords@gmail.com,,3/31/2022,Secondary School,1930960 Affiliation No Secondary School
1930429,Ebenezer Marcus International School & Junior College,Principal D R Fidelis Suja,"2, Daniel Street, West Banu Nagar, Pudur, Ambattur ,600053",Tamil Nadu,"044 ,65454548",drfidelissuja@gmail.com,www.ebenezermarcuscbse.com,3/31/2024,Senior Secondary,1930429 Affiliation No Senior Secondary
1930983,Ecr International School,Principal Mr. Baladhandayudhapani,"Nh-79 Salem Main Road,Kaniyamoor,Kallakurichivillupuram-Dt Tamilnadu ,606201",Tamil Nadu,",04151257759",ecrchairman@gmail.com,http://www.ecrschool.com,3/31/2022,Secondary School,1930983 Affiliation No Secondary School
1930218,Eden Garden English School,Principal Dilshath Begum K,"197, Eden Garden, Ibrahim Vakkil Colony, Rayakottai Road, Krishnagiri, Distt Dharmapuri-635001 ,635001",Tamil Nadu,"4343 ,225323",dilshathsadiq98@gmail.com,www.edengardenschool.com,3/31/2011,Secondary School,1930218 Affiliation No Secondary School
1931032,Edify School,Principal Mr. P.Sanath Kumar,"Vazhapattu,Nellikuppam Post. ,607105",Tamil Nadu,",91-9787743448",indsrivvs2000@gmail.com,,3/31/2022,Secondary School,1931032 Affiliation No Secondary School
1930196,Edison G Agoram Memorial School,Principal S Kalyani,"Manalur Keerapalayanychidambaram T K Cuddalore Distt Tamil Nadu ,608602",Tamil Nadu,"4144 ,231693",egams@hotmail.com,www.egamschool.com,3/31/2021,Secondary School,1930196 Affiliation No Secondary School
1930390,Edustar International School,Principal Sivakumar,"New Town, Inam Maniyachi - Village, Kovilpatti-628502 ,628502",Tamil Nadu,"4632 ,295168",edustar.kpt@gmail.com,www.edustar.co.in,3/31/2020,Senior Secondary,1930390 Affiliation No Senior Secondary
1931027,Einstein Public School,Principal Mrs. S.Sangeetha.S,"278/1,Agraharasamakulam, Athipalayam, Coimbatore ` ,641110",Tamil Nadu,",07200535553",einsteinschoolatp@gmail.com,,3/31/2022,Secondary School,1931027 Affiliation No Secondary School
1930264,Emerald Valley Public School,Principal Lakshmi Padmanabhan,"Emerald Valley,Yercaud Foothills, ,636008",Tamil Nadu,"0427 ,2401730",lacpad@yahoo.co.in,www.emeraldvalleypublicschool.com,3/31/2022,Senior Secondary,1930264 Affiliation No Senior Secondary
1930680,Esaki Vidyaashram,Principal Mrs. Jayalakshmi,"Tenkasi Tirunelveli Main Road Vaika Paalam Tenkasi. ,627811",Tamil Nadu,"4633 ,04633-221991,",esakividyaashram.cbse.edu@gmail.com,esakividyaashramcbse.in,3/31/2021,Senior Secondary,1930680 Affiliation No Senior Secondary
1930524,Eternal Light Public School,Principal Vinita Samuel,"Survey No. 244/1B, Thiruveka Nagar, Muthanahalli Village, Doddathimanahalli Panchayat Via Rayakottai, Denkanikottai Taluk, Krishnagiri ,635126",Tamil Nadu,"4348 ,291988",elps.principal@gmail.com,www.elpschool.org,3/31/2022,Secondary School,1930524 Affiliation No Secondary School
1930452,Everest Kenbridge School,Principal Raghunathan,"Maraiyur Road, Sitharkadu, Mayiladuthurai ,609003",Tamil Nadu,"4364 ,259566",sarasraghu@yahoo.co.in,www.everestkenbridgeschool.in,3/31/2020,Senior Secondary,1930452 Affiliation No Senior Secondary
1930438,Everwin Vidhyashram,Principal Sunitha J,"M-9, Meenakshi Nagar, Kolathur. ,600099",Tamil Nadu,"044 ,25564400",kalaim1960@gmail.com,www.everwinschool.net,3/31/2022,Senior Secondary,1930438 Affiliation No Senior Secondary
1930576,Fairlands A Foundation School,Principal Chitra Devi S,"Oothukaadu Road C.Pudupatti ,625556",Tamil Nadu,"4554 ,292281",fair_lands@yahoo.co.in,www.fairlandsschool.com,3/31/2020,Secondary School,1930576 Affiliation No Secondary School
1930823,First Step Public School,Principal Mrs. Indira,"1/149/A, Main Road, Kanavaipatty, Batlagundu, Dindigul(Dt), Tamilnadu - 624202 ,624202",Tamil Nadu,",04543265399",fspsbtl@gmail.com,http://www.firststepschools.com,3/31/2022,Senior Secondary,1930823 Affiliation No Senior Secondary
1930544,Francis Xavier School,Principal Iyyammal Uma Rani S,"103G2, Bypass Road, Vannarpettai, Tirunelveli-627003 ,627003",Tamil Nadu,"0462 ,2502282",principal@fxschool.ac.in,www.fxschool.ac.in,3/31/2020,Senior Secondary,1930544 Affiliation No Senior Secondary
1930211,Freedom Concept School,Principal Sivakumar M,"Nh 46 Chennai Bangalore Highway, Poigai-Sathyamangalam, Vellore, Distt North Arcot Ambedkar, Tamilnadu ,632114",Tamil Nadu,"0416 ,2272125",fcschool@yahoo.com,fcs.edu.in,3/31/2019,Senior Secondary,1930211 Affiliation No Senior Secondary
1930518,Frontline Millennium School,Principal Alice Jose,"Peruntholuvu Road, Off Dharapuram Road, Tirupur-65 ,641665",Tamil Nadu,"0421 ,235995",alicejs97@gmail.com,www.frontlinemillenniumschool.com,3/31/2020,Senior Secondary,1930518 Affiliation No Senior Secondary
1930465,Future School,Principal Jayanthi Suresh,"No.85, Pillaiyar Koil Street, Solur, Ambur ,635814",Tamil Nadu,"9962 ,826465",futureachoolambur.principal@gmail.com,www.futureschoolambur.com,3/31/2020,Senior Secondary,1930465 Affiliation No Senior Secondary
1930286,G B Public School,Principal Seldon Cosmas Fernandez,"Kelmaruthur, Melruvathur,Kancheepuram Tamilnadu-603 319. ,603319",Tamil Nadu,"044 ,27528350",principal46001.gbps@gmail.com,www.gbpublicschool.com,3/31/2020,Senior Secondary,1930286 Affiliation No Senior Secondary
1930109,G K Shetty Vivekananda Vidyalaya,Principal Usharani S,"M.T.H. Road Ambattur West Madras Tamil Nadu ,600053",Tamil Nadu,"044 ,23452130",usharanivvjc@gmail.com,www.gksvv.org,3/31/2020,Senior Secondary,1930109 Affiliation No Senior Secondary
1930145,G R Thangamaligai Mahalakshmi V Vidy,Principal Ponpandian S,"Manali New Town Chennai Tamil Nadu ,600103",Tamil Nadu,"044 ,25931512",s.ponpandian1965@gmail.com,www.grtmvv.org,3/31/2020,Senior Secondary,1930145 Affiliation No Senior Secondary
1930908,G.K Public School,Principal Mr.S.Deepan Chakravarthi,"West Street, Kattumannar Koil ,608301",Tamil Nadu,",04144 261363",gkpublicschool.kmkoil@gmail.com,http://www.gkschool.in,3/31/2021,Secondary School,1930908 Affiliation No Secondary School
1930817,Gardencourt Cambridge School,Principal Mr. J.Ravi Rayan,"Puthenthurai ,629501",Tamil Nadu,"4652 ,04652-253522,253922,",gcsnagercoil@gmail.com,www.gardencourtcambridge.com,3/31/2022,Senior Secondary,1930817 Affiliation No Senior Secondary
1930380,Gateway International Schools,Principal Mrs Rama Srinivas,"Gateway International School,Jebakkadal Street,Padur Village,Kelambakkam,Chennai ,603301",Tamil Nadu,"044 ,7604955075",gracealwyn@gatewaytheschool.in,www.gatewayschools.edu.in,3/31/2019,Senior Secondary,1930380 Affiliation No Senior Secondary
1930598,Gedee Public School,Principal Shantha Jayakumar,"634/2, Eachanari - Chettipalayam Road,Eachanari P.O(B.O) ,641021",Tamil Nadu,"0422 ,6464777",principal@gedeepublicschool.com,www.gedeepublicschool.edu.in,3/31/2020,Senior Secondary,1930598 Affiliation No Senior Secondary
1930209,Geethaanjali All India,Principal Subbulakshmi V,"Thindal, Erode, Tamilnadu ,638009",Tamil Nadu,"0424 ,2244446",principal@geethaanjali.edu.in,geethaanjali.edu.in,3/31/2023,Senior Secondary,1930209 Affiliation No Senior Secondary
1930656,Gem International School,Principal Mr. Bala Murugan. R,"Sf.No. 605/2 Trichy Nh, Madhappur, Palladam - 641 664 ,641664",Tamil Nadu,"0421 ,04212317040,",geminternationalschool@gmail.com,www.geminternationalschool.co.in,3/31/2022,Senior Secondary,1930656 Affiliation No Senior Secondary
1930833,Get School Of Excellence,Principal Mrs.Savitha S K,"Naduvalur Post Gangavalli Taluk ,636102",Tamil Nadu,",04282 232150",getcbseskl@gmail.com,http://www.getschool.ac.in,3/31/2020,Secondary School,1930833 Affiliation No Secondary School
1930632,Githanjali Public School,Principal Eileen Jethro,"S.F.No 383/1, Near Codissia Fair Grounds, Peelamedu, ,641004",Tamil Nadu,"0422 ,7373700180",ejethro406@gmail.com,www.githanjalipublicschool.com,3/31/2020,Secondary School,1930632 Affiliation No Secondary School
1930299,Gkm Vidyashram,Principal Favill Collin Brian,"Gkm Nagar, Alapakkam, Mapeddu Road, New Perungalathur, ,600063",Tamil Nadu,"044 ,22792418",principal@gkmvidyashram.net.in,www.gkmvidyashram.net.in,3/31/2024,Senior Secondary,1930299 Affiliation No Senior Secondary
1930441,Glazebrooke Public School,Principal Hasina Banu,"Nagaramalai Adivaram, Reddiyur, Salem ,636004",Tamil Nadu,"0427 ,3022240",cbseglazebrooke@gmail.com,WWW.GPSSALEM.COM,3/31/2020,Senior Secondary,1930441 Affiliation No Senior Secondary
1930746,Global Gateway Hi-Tech School,Principal Kala N,"Belur Main Road, Anuppur Post, ,636139",Tamil Nadu,"0427 ,2487800",murugan.rk1967@gmail.com,www.globalgatewayschoolslm.com,3/31/2020,Secondary School,1930746 Affiliation No Secondary School
1930755,Global International School,Principal Mrs.S.Erafhiya Basheera,"Thiruppattur - Singampunari Road ,630505",Tamil Nadu,",04577243454",globalschoolindia@gmail.com,http://www.myglobalschool.in,3/31/2020,Secondary School,1930755 Affiliation No Secondary School
1930846,Global Public School,Principal Dr. K. Revathi,"130/1A, Bengaluru-Chennai Highway, Opp. To Green Thunder, Veepur (Near Arcot), Vellore - 632 503. ,632503",Tamil Nadu,",04172266060",director@gpscbse.com,http://www.gpscbse.com,3/31/2021,Secondary School,1930846 Affiliation No Secondary School
1930785,Global Public School-Cbse,Principal Lisy Menon,"130/1A, Bengaluru-Chennai Highway, Opp. To Green Thunder, Veppur (Near Arcot), Vellore-632503. ,632503",Tamil Nadu,"91 ,9629222224",director@gpscbse.com,www.gpscbse.com,3/31/2020,Middle Class,1930785 Affiliation No Middle Class
1930595,Gnana Vidya Mandir,Principal Mrs. K Geetha Kumari,"Keelakattuvilai, Madhusudhanapuram Village, Manikattipottal Post ,629501",Tamil Nadu,"4652 ,04652286437,",gnanavidyamandir@gmail.com,www.gnanavidyamandir.in,3/31/2021,Senior Secondary,1930595 Affiliation No Senior Secondary
1930822,Gnanodaya International School,Principal Mr. Arokiaraj G,"Gnanamani Campus, Nh 07, A.K.Samuthiram, Pachal Post ,637018",Tamil Nadu,"4286 ,04286293889,",info@gischool.org.in,www.gischool.org.in,3/31/2022,Senior Secondary,1930822 Affiliation No Senior Secondary
1930368,Godson Public School,Principal Mrs.Lovely George,"No.6, Surapet Main Road, Thirumal Nagar, Chennai -600099 ,600099",Tamil Nadu,"044 ,04425656611",godsonchennai@gmail.com,www.godsonpublicschool.edu.in,3/31/2021,Senior Secondary,1930368 Affiliation No Senior Secondary
1931067,Gokilambal International School,Principal Mrs. Bhuvaneshwari,"Nh 45 C Kuzhavadaiyan Udayarpalayam Tk Ariyalur Dit ,612901",Tamil Nadu,",04331-244268",gokilambalschools@gmail.com,,3/31/2022,Secondary School,1931067 Affiliation No Secondary School
1930761,Golden Gates Vidhyashram,Principal Pavith Y M,"Venkatesapuram, Trichy Main Road. ,621212",Tamil Nadu,"4328 ,04328-225073,",reachpa1988@gmail.com,www.goldengates.edu.in,3/31/2022,Senior Secondary,1930761 Affiliation No Senior Secondary
1930266,Good Samaritan Public School,Principal Soudagar Pawar,"Thenpathy Sirkali, Nagapattinam, Tamilnadu ,609111",Tamil Nadu,"4364 ,273777",info@gspschool.org,www.gspschool.org www.goodsamaritansirkali.org,3/31/2020,Senior Secondary,1930266 Affiliation No Senior Secondary
1930191,Good Shepherd Model School,Principal Jasline Edith Dora,"3 B Opp To Collectrate Perianayaki Puram Tuticorin Tamil Nadu ,628101",Tamil Nadu,"0461 ,2340095",Principal_gsms@scad.ac.in,www.gsms.ac.in,3/31/2023,Senior Secondary,1930191 Affiliation No Senior Secondary
1931045,Good Word Public School,Principal Mrs. Sayeeda Jabeen S,"Konimedu, Opp. To Konimedu Panchayat Office,Redhills, Chennai-600052 ,600052",Tamil Nadu,",9952964011",gwps2012@gmail.com,,3/31/2022,Secondary School,1931045 Affiliation No Secondary School
1930324,Grace International School,Principal Anggayarukanyee Subramaniam,"9/277, Grace Nagar, Bhavani - Kavindapadi Road, Elavamalai Post., Erode ,638316",Tamil Nadu,"0424 ,2231223",anggaya@yahoo.co.in,www.graceinternationalschool.com,3/31/2022,Senior Secondary,1930324 Affiliation No Senior Secondary
1930401,Grd Public School,Principal R Srimathy Naidu,"S.F.No.450/1, Avinashi Road , Civil Aerodrome Po, Coimbatore ,641014",Tamil Nadu,"0422 ,2591862",srimathyrnaidu@gmail.com,www.grd.org,3/31/2021,Secondary School,1930401 Affiliation No Secondary School
1931005,Grd Public School,Principal Mrs. R Srimathy Naidu,"450/1 Avanashi Road, Civil Aerodrome Post ,641014",Tamil Nadu,"1282 ,04222591862",grdpublicschool@grd.edu.in,http://grd.org,3/31/2022,Senior Secondary,1931005 Affiliation No Senior Secondary
1931022,Green Park International School,Principal Mrs. Saradha S S,"Trichy - Chennai Highway, Eluthur Village & Post, Tittakudi Tk, Cuddalore Dt. ,606303",Tamil Nadu,",04143257758",greenparkcbseschool@gmail.com,,3/31/2022,Secondary School,1931022 Affiliation No Secondary School
1930348,Green Park International School,Principal Jayashree H,"Postal Nagar, Bodhupatty Post, Namakkal Dist, Tamilnadu, Pin:637 003 ,637003",Tamil Nadu,"4286 ,234411",vikkyvenky2012@gmail.com,greenparkcbse.co.in,3/31/2020,Senior Secondary,1930348 Affiliation No Senior Secondary
1930907,Green Park Smart School,Principal Mr. Ramar,"Velayuthamapalayam Pirivu, Alagumalai Village ,641665",Tamil Nadu,",0421-2428100",savealoy@gmail.com,http://www.greenparksmartschool.org,3/31/2021,Secondary School,1930907 Affiliation No Secondary School
1930827,Green Valley Public School,Principal Mr.Arokiaraj.F,"Athurkuppam Village S.F.No.386B/6, Thiriyalam Village S.F.No.8/5A & 5B, Jangalapuram Junction, Somanayakenpatti Village, ,635852",Tamil Nadu,",04179242342",gvpschairman@gmail.com,,3/31/2020,Secondary School,1930827 Affiliation No Secondary School
1930529,Green World Excel School,Principal Santhakumar J,"Athur Main Road Moolapalli Patti P.O Namagiripet Namakkal Dt ,637408",Tamil Nadu,"4287 ,241910",a.n.krishnan1973@gmail.com,www.greenworldschools.com,3/31/2022,Secondary School,1930529 Affiliation No Secondary School
1930905,Greenfield Chennai International School,Principal Mrs.Aleyamma Mathew,"No.1313/1A, 200 Feet Inner Ring Road, Madhavaram ,600110",Tamil Nadu,",044- 43531126",info@greenfieldchennai.com,http://www.greenfieldchennai.com,3/31/2021,Middle Class,1930905 Affiliation No Middle Class
1930613,Greenfield International School,Principal Mehrajunnisa M Y,"No 157, Kovai Road Varapalayam, Dharapuram - 638657 ,638657",Tamil Nadu,"4258 ,230400",nisa3u7@gmail.com,www.greenfieldinternationalschool.com,3/31/2023,Secondary School,1930613 Affiliation No Secondary School
1930900,Grt Mahalakshmi Vidyalaya,Principal Mrs.J. Sharmila,"Grt Mahalakshmi Nagar, Pattabiramapuram Village, Chennai-Tirupathi Highway, Tiruttani Taluk, Thiruvallur District 631 209. ,631209",Tamil Nadu,",044-27881255",info@grtcbse.com,http://www.grtcbse.com,3/31/2021,Secondary School,1930900 Affiliation No Secondary School
1930281,Gt Aloha Vidhya Mandir,Principal Rama J Sudev,"4/828, Vaithiyalingam Salai, Neelankarai ,600041",Tamil Nadu,"044 ,9841511166",principal@gtavm.in,www.gtavm.in,3/31/2021,Senior Secondary,1930281 Affiliation No Senior Secondary
1930825,Gt Vidhya Mandir,Principal Mrs. Kauser Abdul Thurab,"Ernakuppam Village, Vadamadurai, Periyapalyam - Thamaraipakkam Main Road ,601102",Tamil Nadu,",9094611155,",principal@gtvm.in,www.gtgi.school,3/31/2022,Senior Secondary,1930825 Affiliation No Senior Secondary
1930011,Guru Shree Santhivijay Jain Vidyalay,Principal R Varadharajan,"96 Vepery High Road Chennai Tamil Nadu ,600007",Tamil Nadu,"044 ,25322541",gssjain@gmail.com,www.gssjainvidyalya.com,3/31/2022,Senior Secondary,1930011 Affiliation No Senior Secondary
1930614,Gurukshetra Public School,Principal Mr.Santhosh Kumar K,"Vaiyavoor Road, Enathur Post, Kancheepuram ,631561",Tamil Nadu,"044 ,044 27222235, 044 27222295, 08056939510,",principal@gurukshetra.in,www.gurukshetra.in,3/31/2021,Senior Secondary,1930614 Affiliation No Senior Secondary
1930611,Gurumuki Vidhyasshram Matriculation School,Principal S Shyamala,"S.Nos. 1394/1B,2B,3,4,5 & 7B, 1395/4,6,1396/2B2,2E,2J,21, Pudhu Kappiliyapatti-Thadikombu Town Panchyat, Dindigul Taluk, Dindigul District. ,624001",Tamil Nadu,"0451 ,2429967",shyamalas9999@gmail.com,www.shrigurumukividhyassram.com,3/31/2023,Secondary School,1930611 Affiliation No Secondary School
1930519,Gv Academy,Principal A Rohini,"968/1&2, Opposite To Hp Petrol Bunk, Erode-Vellakovil Main Road, Elumathur Village, Modakkuruchi Union, Erode (Taluk & District). ,638104",Tamil Nadu,"0424 ,2333003",gvacademyerode@gmail.com,www.gvacademy.in,3/31/2022,Secondary School,1930519 Affiliation No Secondary School
1930699,Gvj International School,Principal N Krishnaveni,"N Venkateswarapuram Uppathur Vilakku Uppathur Road Sattur Taluk ,626205",Tamil Nadu,"4562 ,292929",gvjschool20014@gmail.com,gvjschool.com,3/31/2020,Secondary School,1930699 Affiliation No Secondary School
1930725,Hans Roever Public School,Principal Mrs. S. Kayalvizhi,"New M.G. Puram, Perambalur-621212 ,621212",Tamil Nadu,"0432 ,09750970191,",cbse@roever.edu.in,www.roever.edu.in/cbse/,3/31/2022,Senior Secondary,1930725 Affiliation No Senior Secondary
1931004,Hayagreevers Kongunad Academy,Principal Miss Gayathri D,"Hayagreevers Kongunad Academy, D.Gudalore & Post Vedasandur Taluk, Dindigul District, Tamilnadu ,624620",Tamil Nadu,",8489936661",kongunadcbse@gmail.com,,3/31/2022,Secondary School,1931004 Affiliation No Secondary School
1930366,Hayagriva Vidhyashram School,Principal M Rajeswari,"#3, Car Street Sriperumpudur, Kanchipuram, Tamil Nadu ,602105",Tamil Nadu,"044 ,21762269",muthujayasree@gmail.com,hayagrivavidhyashram.edu.in,3/31/2020,Secondary School,1930366 Affiliation No Secondary School
1930677,Hayagrivas International School,Principal Mrs.Ambikadevi,"Hayagrivas Gardens, Pernayakkanpatti - Po, Sivakasi - Tk, Virudhunagar - Dt, Pin Code - 626189, Tamilnadu. ,626189",Tamil Nadu,"4562 ,04562 207272, 207373,",principal@hayagrivascbse.com,www.hayagrivascbse.com,3/31/2021,Senior Secondary,1930677 Affiliation No Senior Secondary
1930665,Heritage Vidhyalaya,Principal Chandana,"Kavarkal Patty, Vellalagundam (Po) ,636111",Tamil Nadu,"0427 ,2488575",hervid2014@gmail.com,www.heritagevidhyalayacbse.edu.in,3/31/2020,Secondary School,1930665 Affiliation No Secondary School
1930233,Hillock International School,Principal K Nalini,"113/6 Indira Nagar Sirumalai, Dindigul, Tamilnadu ,624003",Tamil Nadu,"0451 ,2558333",hisss2016@gmail.com,www.hillockinternationalschool.com,3/31/2020,Senior Secondary,1930233 Affiliation No Senior Secondary
1930107,Hindu Colony Chellamal Vidyalaya,Principal Mercy Prince,"Nanganallur Chennai Tamil Nadu ,600061",Tamil Nadu,"044 ,22242179",thccv@yahoo.co.in,www.chellammalvidyalayaschool.org,3/31/2020,Senior Secondary,1930107 Affiliation No Senior Secondary
1930789,Hindu Vidyalaya,Principal Krithi Niveditha,"Sipcot,Ranipet ,632403",Tamil Nadu,"0416 ,8012983470",ranipethinduvidyalaya@gmail.com,HINDUVIDYALAYA.COM,3/31/2020,Secondary School,1930789 Affiliation No Secondary School
1930674,Hindustan International School,Principal Mrs. Iris Theodore,"Kcg Nagar, Rajiv Gandhi Salai, Karapakkam, ,600097",Tamil Nadu,",04428389005",principal.cbse@hindustanschools.in,http://www.hindustanschools.in,3/31/2022,Senior Secondary,1930674 Affiliation No Senior Secondary
1931031,Hindustan International School,Principal Mrs. Priyanka Ghosh Jesuraj,"100 Veeranam Road Padur Village Omr Chennai ,603103",Tamil Nadu,",04427471133,2747113344",principal.padur@hindustanschools.in,,3/31/2022,Secondary School,1931031 Affiliation No Secondary School
1930941,Holy Angel School Cbse,Principal Mr. K.Palaniappan,"Reddiyar Street West, Rettanai Village And Panchayat,Tindivanam Taluk,Villupuram District ,604306",Tamil Nadu,"0164 ,237213",holyangeledu@gmail.com,,3/31/2022,Secondary School,1930941 Affiliation No Secondary School
1930537,Holy Angels Public School,Principal Sr Mary P C,"Alagapuram Village, M.G. Road, Fairlands Salem ,636016",Tamil Nadu,"0427 ,2447189",holyangelscbse.salem@gmail.com,www.holyangelssalem.org/CBSEHAS,3/31/2022,Secondary School,1930537 Affiliation No Secondary School
1930921,Holy Trinity International School,Principal Mr. Antony Sahaya Beniston,"Melpalai, Edaicode Post, Kanyakumari District, Pin 629 152. ,629152",Tamil Nadu,",04651-284821",htis2014@gmail.com,http://www.htis.org.in,3/31/2021,Secondary School,1930921 Affiliation No Secondary School
1930703,Honey Bunch School,Principal Nishitha Selvan,"S.F. No.38, Thoppampatti, Vellalapalayam Post ,642120",Tamil Nadu,"0487 ,04259291981",admin.honeybunch@gmail.com,http://www.honeybunchschool.com,3/31/2019,Secondary School,1930703 Affiliation No Secondary School
1930604,Hosur Public School,Principal Johnson Varughese,"Sf No 538/12, Karapalli, Rayakottai Highways, Hosur - 635109, Krishnagiri District, Tamilnadu ,635109",Tamil Nadu,"4344 ,220577",PRINCIPAL@HOSURPUBLICSCHOOL.COM,WWW.HOSURPUBLICSCHOOL.COM,3/31/2020,Senior Secondary,1930604 Affiliation No Senior Secondary
1930435,Ideal Mount Litera Zee School,Principal B Themoli S Nazeema,"Survey No. 1081/2, Ideal Nahar, Kurumbapalayam Road, Kalapatty, Coimbatore, Tamilnadu. ,500072",Tamil Nadu,"0422 ,6451710",principal.imlzs@gmail.com,www.idealzeeschool.org,3/31/2023,Secondary School,1930435 Affiliation No Secondary School
1930571,Ideal School,Principal Sridevi,"Msj Garden, West Street, Ammakullam, Nalluthudi Village. ,609001",Tamil Nadu,"0 ,9976991923",idealprincydevi@gmail.com,www.ideal-school.in,3/31/2020,Secondary School,1930571 Affiliation No Secondary School
1930570,Indian Public School,Principal Rajeshkumar M,"Gobinathampatti Koot Road, Parayapatti Pudur(Post), Pappireddipatti(Taluk), Dharmapuri(District), Pin-636903 ,636905",Tamil Nadu,"4346 ,242245",indiancbse@gmail.com,www.indianpublicschoolcbse.com,3/31/2021,Senior Secondary,1930570 Affiliation No Senior Secondary
1930476,Indu International School,Principal S Swarnalatha,"Vannan Kattu Valasu Perundurai Road Kathirampatti Post Erode 638107 Tamil Nadu ,638107",Tamil Nadu,"0424 ,2556020",inducbse@gmail.com,www.induinternational.org,3/31/2020,Senior Secondary,1930476 Affiliation No Senior Secondary
1930139,J S S Public School,Principal Hemant Kumar Rai,"Post Box No. 75 Fernhill Post Ootacomand Tamil Nadu ,643004",Tamil Nadu,"0423 ,2445041",principal@jssinternationalschoolooty.org,www.jssisooty.edu.in,3/31/2020,Senior Secondary,1930139 Affiliation No Senior Secondary
1930352,Jagannath Vidyalaya,Principal Nidhi Shajil,"S. No. 1349/19 & Others ,603103",Tamil Nadu,"044 ,67476699",jvs459@gmail.com,www.jagannathvidyalaya.edu.in,3/31/2022,Senior Secondary,1930352 Affiliation No Senior Secondary
